Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN33040379	WHP5891	WHP5891	Severe acute respiratory syndrome coronavirus 2	2697049	123	PRJNA930974
SAMN33040380	WHP5893	WHP5893	Severe acute respiratory syndrome coronavirus 2	2697049	2744	PRJNA930974
SAMN33040381	WHP5894	WHP5894	Severe acute respiratory syndrome coronavirus 2	2697049	2745	PRJNA930974
SAMN33040382	WHP5895	WHP5895	Severe acute respiratory syndrome coronavirus 2	2697049	2746	PRJNA930974
SAMN33040383	WHP5896	WHP5896	Severe acute respiratory syndrome coronavirus 2	2697049	124	PRJNA930974
SAMN33040384	WHP5897	WHP5897	Severe acute respiratory syndrome coronavirus 2	2697049	125	PRJNA930974
SAMN33040385	WHP5898	WHP5898	Severe acute respiratory syndrome coronavirus 2	2697049	127	PRJNA930974
SAMN33040386	WHP5900	WHP5900	Severe acute respiratory syndrome coronavirus 2	2697049	2747	PRJNA930974
SAMN33040387	WHP5902	WHP5902	Severe acute respiratory syndrome coronavirus 2	2697049	128	PRJNA930974
SAMN33040388	WHP5903	WHP5903	Severe acute respiratory syndrome coronavirus 2	2697049	2748	PRJNA930974
SAMN33040389	WHP5904	WHP5904	Severe acute respiratory syndrome coronavirus 2	2697049	129	PRJNA930974
SAMN33040390	WHP5905	WHP5905	Severe acute respiratory syndrome coronavirus 2	2697049	2749	PRJNA930974
SAMN33040391	WHP5906	WHP5906	Severe acute respiratory syndrome coronavirus 2	2697049	130	PRJNA930974
SAMN33040392	WHP5907	WHP5907	Severe acute respiratory syndrome coronavirus 2	2697049	131	PRJNA930974
SAMN33040393	WHP5911	WHP5911	Severe acute respiratory syndrome coronavirus 2	2697049	133	PRJNA930974
SAMN33040394	WHP5912	WHP5912	Severe acute respiratory syndrome coronavirus 2	2697049	134	PRJNA930974
SAMN33040395	WHP5913	WHP5913	Severe acute respiratory syndrome coronavirus 2	2697049	2750	PRJNA930974
SAMN33040396	WHP5918	WHP5918	Severe acute respiratory syndrome coronavirus 2	2697049	2751	PRJNA930974
SAMN33040397	WHP5921	WHP5921	Severe acute respiratory syndrome coronavirus 2	2697049	135	PRJNA930974
SAMN33040398	WHP5922	WHP5922	Severe acute respiratory syndrome coronavirus 2	2697049	136	PRJNA930974
SAMN33040399	WHP6241-repeat-A4-iseq	WHP6241-repeat-A4-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	157	PRJNA930974
SAMN33040400	WHP6242-repeat-A4-iseq	WHP6242-repeat-A4-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2757	PRJNA930974
SAMN33040401	WHP6244	WHP6244	Severe acute respiratory syndrome coronavirus 2	2697049	156	PRJNA930974
SAMN33040402	WHP6245	WHP6245	Severe acute respiratory syndrome coronavirus 2	2697049	154	PRJNA930974
SAMN33040403	WHP6247	WHP6247	Severe acute respiratory syndrome coronavirus 2	2697049	155	PRJNA930974
SAMN33040404	WHP6249-repeat-A4-iseq	WHP6249-repeat-A4-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	150	PRJNA930974
SAMN33040405	WHP6257	WHP6257	Severe acute respiratory syndrome coronavirus 2	2697049	105	PRJNA930974
SAMN33040406	WHP6258	WHP6258	Severe acute respiratory syndrome coronavirus 2	2697049	106	PRJNA930974
SAMN33040407	WHP6259	WHP6259	Severe acute respiratory syndrome coronavirus 2	2697049	107	PRJNA930974
SAMN33040408	WHP6260	WHP6260	Severe acute respiratory syndrome coronavirus 2	2697049	108	PRJNA930974
SAMN33040409	WHP6261	WHP6261	Severe acute respiratory syndrome coronavirus 2	2697049	109	PRJNA930974
SAMN33040410	WHP6263	WHP6263	Severe acute respiratory syndrome coronavirus 2	2697049	132	PRJNA930974
SAMN33040411	WHP6264	WHP6264	Severe acute respiratory syndrome coronavirus 2	2697049	110	PRJNA930974
SAMN33040412	WHP6265	WHP6265	Severe acute respiratory syndrome coronavirus 2	2697049	111	PRJNA930974
SAMN33040413	WHP6266	WHP6266	Severe acute respiratory syndrome coronavirus 2	2697049	112	PRJNA930974
SAMN33040414	WHP6267	WHP6267	Severe acute respiratory syndrome coronavirus 2	2697049	2736	PRJNA930974
SAMN33040415	WHP6269	WHP6269	Severe acute respiratory syndrome coronavirus 2	2697049	2755	PRJNA930974
SAMN33040416	WHP6270	WHP6270	Severe acute respiratory syndrome coronavirus 2	2697049	126	PRJNA930974
SAMN33040417	WHP6271	WHP6271	Severe acute respiratory syndrome coronavirus 2	2697049	144	PRJNA930974
SAMN33040418	WHP6272	WHP6272	Severe acute respiratory syndrome coronavirus 2	2697049	146	PRJNA930974
SAMN33040419	WHP6273	WHP6273	Severe acute respiratory syndrome coronavirus 2	2697049	141	PRJNA930974
SAMN33040420	WHP6274	WHP6274	Severe acute respiratory syndrome coronavirus 2	2697049	143	PRJNA930974
SAMN33040421	WHP6275-repeat-A4-iseq	WHP6275-repeat-A4-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2758	PRJNA930974
SAMN33040422	WHP6276	WHP6276	Severe acute respiratory syndrome coronavirus 2	2697049	2759	PRJNA930974
SAMN33040423	WHP6277	WHP6277	Severe acute respiratory syndrome coronavirus 2	2697049	2753	PRJNA930974
SAMN33040424	WHP6278	WHP6278	Severe acute respiratory syndrome coronavirus 2	2697049	2756	PRJNA930974
SAMN33040425	WHP6279	WHP6279	Severe acute respiratory syndrome coronavirus 2	2697049	137	PRJNA930974
SAMN33040426	WHP6280	WHP6280	Severe acute respiratory syndrome coronavirus 2	2697049	151	PRJNA930974
SAMN33040427	WHP6281	WHP6281	Severe acute respiratory syndrome coronavirus 2	2697049	153	PRJNA930974
SAMN33040428	WHP6283	WHP6283	Severe acute respiratory syndrome coronavirus 2	2697049	152	PRJNA930974
SAMN33040429	WHP6286	WHP6286	Severe acute respiratory syndrome coronavirus 2	2697049	149	PRJNA930974
SAMN33040430	WHP6287	WHP6287	Severe acute respiratory syndrome coronavirus 2	2697049	138	PRJNA930974
SAMN33040431	WHP6288	WHP6288	Severe acute respiratory syndrome coronavirus 2	2697049	147	PRJNA930974
SAMN33040432	WHP6290	WHP6290	Severe acute respiratory syndrome coronavirus 2	2697049	140	PRJNA930974
SAMN33040433	WHP6291	WHP6291	Severe acute respiratory syndrome coronavirus 2	2697049	142	PRJNA930974
SAMN33040434	WHP6294	WHP6294	Severe acute respiratory syndrome coronavirus 2	2697049	2754	PRJNA930974
SAMN33040435	WHP6295	WHP6295	Severe acute respiratory syndrome coronavirus 2	2697049	145	PRJNA930974
SAMN33040436	WHP6296	WHP6296	Severe acute respiratory syndrome coronavirus 2	2697049	2752	PRJNA930974
SAMN33040437	WHP6297	WHP6297	Severe acute respiratory syndrome coronavirus 2	2697049	148	PRJNA930974
SAMN33040438	WHP6299	WHP6299	Severe acute respiratory syndrome coronavirus 2	2697049	139	PRJNA930974
SAMN33040439	WHP6316	WHP6316	Severe acute respiratory syndrome coronavirus 2	2697049	2771	PRJNA930974
SAMN33040440	WHP6329	WHP6329	Severe acute respiratory syndrome coronavirus 2	2697049	158	PRJNA930974
SAMN33040441	WHP6330	WHP6330	Severe acute respiratory syndrome coronavirus 2	2697049	198	PRJNA930974
SAMN33040442	WHP6331	WHP6331	Severe acute respiratory syndrome coronavirus 2	2697049	197	PRJNA930974
SAMN33040443	WHP6332	WHP6332	Severe acute respiratory syndrome coronavirus 2	2697049	180	PRJNA930974
SAMN33040444	WHP6333	WHP6333	Severe acute respiratory syndrome coronavirus 2	2697049	189	PRJNA930974
SAMN33040445	WHP6335	WHP6335	Severe acute respiratory syndrome coronavirus 2	2697049	194	PRJNA930974
SAMN33040446	WHP6336	WHP6336	Severe acute respiratory syndrome coronavirus 2	2697049	193	PRJNA930974
SAMN33040447	WHP6337	WHP6337	Severe acute respiratory syndrome coronavirus 2	2697049	174	PRJNA930974
SAMN33040448	WHP6338	WHP6338	Severe acute respiratory syndrome coronavirus 2	2697049	2772	PRJNA930974
SAMN33040449	WHP6340	WHP6340	Severe acute respiratory syndrome coronavirus 2	2697049	184	PRJNA930974
SAMN33040450	WHP6341	WHP6341	Severe acute respiratory syndrome coronavirus 2	2697049	2763	PRJNA930974
SAMN33040451	WHP6342	WHP6342	Severe acute respiratory syndrome coronavirus 2	2697049	187	PRJNA930974
SAMN33040452	WHP6343	WHP6343	Severe acute respiratory syndrome coronavirus 2	2697049	2764	PRJNA930974
SAMN33040453	WHP6344	WHP6344	Severe acute respiratory syndrome coronavirus 2	2697049	2762	PRJNA930974
SAMN33040454	WHP6356	WHP6356	Severe acute respiratory syndrome coronavirus 2	2697049	171	PRJNA930974
SAMN33040455	WHP6357	WHP6357	Severe acute respiratory syndrome coronavirus 2	2697049	172	PRJNA930974
SAMN33040456	WHP6360	WHP6360	Severe acute respiratory syndrome coronavirus 2	2697049	170	PRJNA930974
SAMN33040457	WHP6361	WHP6361	Severe acute respiratory syndrome coronavirus 2	2697049	185	PRJNA930974
SAMN33040458	WHP6362	WHP6362	Severe acute respiratory syndrome coronavirus 2	2697049	164	PRJNA930974
SAMN33040459	WHP6363	WHP6363	Severe acute respiratory syndrome coronavirus 2	2697049	177	PRJNA930974
SAMN33040460	WHP6364	WHP6364	Severe acute respiratory syndrome coronavirus 2	2697049	162	PRJNA930974
SAMN33040461	WHP6366	WHP6366	Severe acute respiratory syndrome coronavirus 2	2697049	161	PRJNA930974
SAMN33040462	WHP6367	WHP6367	Severe acute respiratory syndrome coronavirus 2	2697049	181	PRJNA930974
SAMN33040463	WHP6369	WHP6369	Severe acute respiratory syndrome coronavirus 2	2697049	163	PRJNA930974
SAMN33040464	WHP6371	WHP6371	Severe acute respiratory syndrome coronavirus 2	2697049	2770	PRJNA930974
SAMN33040465	WHP6372	WHP6372	Severe acute respiratory syndrome coronavirus 2	2697049	179	PRJNA930974
SAMN33040466	WHP6373	WHP6373	Severe acute respiratory syndrome coronavirus 2	2697049	196	PRJNA930974
SAMN33040467	WHP6374	WHP6374	Severe acute respiratory syndrome coronavirus 2	2697049	186	PRJNA930974
SAMN33040468	WHP6376	WHP6376	Severe acute respiratory syndrome coronavirus 2	2697049	195	PRJNA930974
SAMN33040469	WHP6378	WHP6378	Severe acute respiratory syndrome coronavirus 2	2697049	192	PRJNA930974
SAMN33040470	WHP6380	WHP6380	Severe acute respiratory syndrome coronavirus 2	2697049	176	PRJNA930974
SAMN33040471	WHP6382	WHP6382	Severe acute respiratory syndrome coronavirus 2	2697049	190	PRJNA930974
SAMN33040472	WHP6383	WHP6383	Severe acute respiratory syndrome coronavirus 2	2697049	182	PRJNA930974
SAMN33040473	WHP6384	WHP6384	Severe acute respiratory syndrome coronavirus 2	2697049	166	PRJNA930974
SAMN33040474	WHP6385	WHP6385	Severe acute respiratory syndrome coronavirus 2	2697049	2761	PRJNA930974
SAMN33040475	WHP6386	WHP6386	Severe acute respiratory syndrome coronavirus 2	2697049	167	PRJNA930974
SAMN33040476	WHP6387	WHP6387	Severe acute respiratory syndrome coronavirus 2	2697049	168	PRJNA930974
SAMN33040477	WHP6389	WHP6389	Severe acute respiratory syndrome coronavirus 2	2697049	169	PRJNA930974
SAMN33040478	WHP6390	WHP6390	Severe acute respiratory syndrome coronavirus 2	2697049	173	PRJNA930974
SAMN33040479	WHP6394	WHP6394	Severe acute respiratory syndrome coronavirus 2	2697049	178	PRJNA930974
SAMN33040480	WHP6395	WHP6395	Severe acute respiratory syndrome coronavirus 2	2697049	188	PRJNA930974
SAMN33040481	WHP6396	WHP6396	Severe acute respiratory syndrome coronavirus 2	2697049	191	PRJNA930974
SAMN33040482	WHP6397	WHP6397	Severe acute respiratory syndrome coronavirus 2	2697049	183	PRJNA930974
SAMN33040483	WHP6398-S21-iseq	WHP6398-S21-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2760	PRJNA930974
SAMN33040484	WHP6399-S1-iseq	WHP6399-S1-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2767	PRJNA930974
SAMN33040485	WHP6400-S2-iseq	WHP6400-S2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	159	PRJNA930974
SAMN33040486	WHP6402-S4-iseq	WHP6402-S4-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	199	PRJNA930974
SAMN33040487	WHP6403-S5-iseq	WHP6403-S5-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	207	PRJNA930974
SAMN33040488	WHP6404-S6-iseq	WHP6404-S6-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	214	PRJNA930974
SAMN33040489	WHP6405-S7-iseq	WHP6405-S7-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2768	PRJNA930974
SAMN33040490	WHP6406-S8-iseq	WHP6406-S8-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	217	PRJNA930974
SAMN33040491	WHP6408-S10-iseq	WHP6408-S10-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2765	PRJNA930974
SAMN33040492	WHP6409-S11-iseq	WHP6409-S11-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	202	PRJNA930974
SAMN33040493	WHP6410-S12-iseq	WHP6410-S12-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	210	PRJNA930974
SAMN33040494	WHP6411-S13-iseq	WHP6411-S13-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	160	PRJNA930974
SAMN33040495	WHP6412-S14-iseq	WHP6412-S14-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	203	PRJNA930974
SAMN33040496	WHP6413-S15-iseq	WHP6413-S15-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	215	PRJNA930974
SAMN33040497	WHP6415-S17-iseq	WHP6415-S17-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	211	PRJNA930974
SAMN33040498	WHP6416-S18-iseq	WHP6416-S18-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	221	PRJNA930974
SAMN33040499	WHP6417-S19-iseq	WHP6417-S19-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	208	PRJNA930974
SAMN33040500	WHP6419-S21-iseq	WHP6419-S21-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	201	PRJNA930974
SAMN33040501	WHP6422-S24-iseq	WHP6422-S24-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	204	PRJNA930974
SAMN33040502	WHP6423-S1-iseq	WHP6423-S1-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	165	PRJNA930974
SAMN33040503	WHP6425-S3-iseq	WHP6425-S3-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	205	PRJNA930974
SAMN33040504	WHP6426-S4-iseq	WHP6426-S4-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	200	PRJNA930974
SAMN33040505	WHP6428-S6-iseq	WHP6428-S6-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	218	PRJNA930974
SAMN33040506	WHP6429-S7-iseq	WHP6429-S7-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	206	PRJNA930974
SAMN33040507	WHP6430-S8-iseq	WHP6430-S8-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	219	PRJNA930974
SAMN33040508	WHP6432-S10-iseq	WHP6432-S10-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	213	PRJNA930974
SAMN33040509	WHP6434-S12-iseq	WHP6434-S12-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	212	PRJNA930974
SAMN33040510	WHP6435-S13-iseq	WHP6435-S13-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	223	PRJNA930974
SAMN33040511	WHP6436-S14-iseq	WHP6436-S14-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	224	PRJNA930974
SAMN33040512	WHP6437-S15-iseq	WHP6437-S15-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	220	PRJNA930974
SAMN33040513	WHP6438-S16-iseq	WHP6438-S16-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	222	PRJNA930974
SAMN33040514	WHP6439-S17-iseq	WHP6439-S17-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	175	PRJNA930974
SAMN33040515	WHP6440-S18-iseq	WHP6440-S18-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	216	PRJNA930974
SAMN33040516	WHP6441-S19-iseq	WHP6441-S19-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	209	PRJNA930974
SAMN33040517	WHP6442-S20-iseq	WHP6442-S20-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2766	PRJNA930974
SAMN33040518	WHP6443-S21-iseq	WHP6443-S21-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	225	PRJNA930974
SAMN33040519	WHP6444-S22-iseq	WHP6444-S22-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2769	PRJNA930974
SAMN33040520	WHP6447-ARCTIC-S1-iseq	WHP6447-ARCTIC-S1-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	261	PRJNA930974
SAMN33040521	WHP6448-ARCTIC-S2-iseq	WHP6448-ARCTIC-S2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	248	PRJNA930974
SAMN33040522	WHP6449-ARCTIC-S3-iseq	WHP6449-ARCTIC-S3-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2773	PRJNA930974
SAMN33040523	WHP6450-ARCTIC-S4-iseq	WHP6450-ARCTIC-S4-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	237	PRJNA930974
SAMN33040524	WHP6453-ARCTIC-S7-iseq	WHP6453-ARCTIC-S7-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	251	PRJNA930974
SAMN33040525	WHP6454-ARCTIC-S8-iseq	WHP6454-ARCTIC-S8-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	236	PRJNA930974
SAMN33040526	WHP6455-ARCTIC-S9-iseq	WHP6455-ARCTIC-S9-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	260	PRJNA930974
SAMN33040527	WHP6458-S12-iseq	WHP6458-S12-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	233	PRJNA930974
SAMN33040528	WHP6459-ARCTIC-S13-iseq	WHP6459-ARCTIC-S13-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	255	PRJNA930974
SAMN33040529	WHP6460-ARCTIC-S14-iseq	WHP6460-ARCTIC-S14-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	232	PRJNA930974
SAMN33040530	WHP6461-S15-iseq	WHP6461-S15-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	256	PRJNA930974
SAMN33040531	WHP6462-ARCTIC-S16-iseq	WHP6462-ARCTIC-S16-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	254	PRJNA930974
SAMN33040532	WHP6463-S17-iseq	WHP6463-S17-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	249	PRJNA930974
SAMN33040533	WHP6464-ARCTIC-S18-iseq	WHP6464-ARCTIC-S18-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	234	PRJNA930974
SAMN33040534	WHP6465-ARCTIC-S19-iseq	WHP6465-ARCTIC-S19-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2775	PRJNA930974
SAMN33040535	WHP6468-S22-iseq	WHP6468-S22-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	242	PRJNA930974
SAMN33040536	WHP6470-S24-iseq	WHP6470-S24-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	247	PRJNA930974
SAMN33040537	WHP6477-S7-iseq	WHP6477-S7-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2776	PRJNA930974
SAMN33040538	WHP6482-S12-iseq	WHP6482-S12-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	245	PRJNA930974
SAMN33040539	WHP6483-S13-iseq	WHP6483-S13-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	252	PRJNA930974
SAMN33040540	WHP6487-S17-iseq	WHP6487-S17-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	250	PRJNA930974
SAMN33040541	WHP6489-S19-iseq	WHP6489-S19-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	246	PRJNA930974
SAMN33040542	WHP6491-S21-iseq	WHP6491-S21-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	257	PRJNA930974
SAMN33040543	WHP6495	WHP6495	Severe acute respiratory syndrome coronavirus 2	2697049	2774	PRJNA930974
SAMN33040544	WHP6497	WHP6497	Severe acute respiratory syndrome coronavirus 2	2697049	235	PRJNA930974
SAMN33040545	WHP6498	WHP6498	Severe acute respiratory syndrome coronavirus 2	2697049	259	PRJNA930974
SAMN33040546	WHP6499	WHP6499	Severe acute respiratory syndrome coronavirus 2	2697049	258	PRJNA930974
SAMN33040547	WHP6501	WHP6501	Severe acute respiratory syndrome coronavirus 2	2697049	239	PRJNA930974
SAMN33040548	WHP6503	WHP6503	Severe acute respiratory syndrome coronavirus 2	2697049	253	PRJNA930974
SAMN33040549	WHP6504	WHP6504	Severe acute respiratory syndrome coronavirus 2	2697049	243	PRJNA930974
SAMN33040550	WHP6506	WHP6506	Severe acute respiratory syndrome coronavirus 2	2697049	241	PRJNA930974
SAMN33040551	WHP6508	WHP6508	Severe acute respiratory syndrome coronavirus 2	2697049	244	PRJNA930974
SAMN33040552	WHP6509	WHP6509	Severe acute respiratory syndrome coronavirus 2	2697049	240	PRJNA930974
SAMN33040553	WHP6510	WHP6510	Severe acute respiratory syndrome coronavirus 2	2697049	238	PRJNA930974
SAMN33040554	WHP6511	WHP6511	Severe acute respiratory syndrome coronavirus 2	2697049	263	PRJNA930974
SAMN33040555	WHP6512	WHP6512	Severe acute respiratory syndrome coronavirus 2	2697049	230	PRJNA930974
SAMN33040556	WHP6513	WHP6513	Severe acute respiratory syndrome coronavirus 2	2697049	231	PRJNA930974
SAMN33040557	WHP6514	WHP6514	Severe acute respiratory syndrome coronavirus 2	2697049	227	PRJNA930974
SAMN33040558	WHP6516	WHP6516	Severe acute respiratory syndrome coronavirus 2	2697049	228	PRJNA930974
SAMN33040559	WHP6518	WHP6518	Severe acute respiratory syndrome coronavirus 2	2697049	229	PRJNA930974
SAMN33040560	WHP6520	WHP6520	Severe acute respiratory syndrome coronavirus 2	2697049	264	PRJNA930974
SAMN33040561	WHP6521	WHP6521	Severe acute respiratory syndrome coronavirus 2	2697049	226	PRJNA930974
SAMN33040562	WHP6524	WHP6524	Severe acute respiratory syndrome coronavirus 2	2697049	265	PRJNA930974
SAMN33040563	WHP6525	WHP6525	Severe acute respiratory syndrome coronavirus 2	2697049	266	PRJNA930974
SAMN33040564	WHP6526	WHP6526	Severe acute respiratory syndrome coronavirus 2	2697049	267	PRJNA930974
SAMN33040565	WHP6527	WHP6527	Severe acute respiratory syndrome coronavirus 2	2697049	268	PRJNA930974
SAMN33040566	WHP6530	WHP6530	Severe acute respiratory syndrome coronavirus 2	2697049	269	PRJNA930974
SAMN33040567	WHP6531	WHP6531	Severe acute respiratory syndrome coronavirus 2	2697049	2777	PRJNA930974
SAMN33040568	WHP6532	WHP6532	Severe acute respiratory syndrome coronavirus 2	2697049	270	PRJNA930974
SAMN33040569	WHP6533	WHP6533	Severe acute respiratory syndrome coronavirus 2	2697049	271	PRJNA930974
SAMN33040570	WHP6535	WHP6535	Severe acute respiratory syndrome coronavirus 2	2697049	272	PRJNA930974
SAMN33040571	WHP6536	WHP6536	Severe acute respiratory syndrome coronavirus 2	2697049	273	PRJNA930974
SAMN33040572	WHP6537	WHP6537	Severe acute respiratory syndrome coronavirus 2	2697049	274	PRJNA930974
SAMN33040573	WHP6538	WHP6538	Severe acute respiratory syndrome coronavirus 2	2697049	262	PRJNA930974
SAMN33040574	WHP6541	WHP6541	Severe acute respiratory syndrome coronavirus 2	2697049	275	PRJNA930974
SAMN33040575	WHP6542	WHP6542	Severe acute respiratory syndrome coronavirus 2	2697049	276	PRJNA930974
SAMN33040576	WHP6550-S3-iseq	WHP6550-S3-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	277	PRJNA930974
SAMN33040577	WHP6569-S22-iseq	WHP6569-S22-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	278	PRJNA930974
SAMN33040578	WHP6594-S23-iseq	WHP6594-S23-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	279	PRJNA930974
SAMN33040579	WHP6650-H2-iseq	WHP6650-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	370	PRJNA930974
SAMN33040580	WHP6652-H2-iseq	WHP6652-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	366	PRJNA930974
SAMN33040581	WHP6660-H2-iseq	WHP6660-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2795	PRJNA930974
SAMN33040582	WHP6661-H2-iseq	WHP6661-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	371	PRJNA930974
SAMN33040583	WHP6662-H2-iseq	WHP6662-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	363	PRJNA930974
SAMN33040584	WHP6669-H2-iseq	WHP6669-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	367	PRJNA930974
SAMN33040585	WHP6672-H2-iseq	WHP6672-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	369	PRJNA930974
SAMN33040586	WHP6680-H2-iseq	WHP6680-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	362	PRJNA930974
SAMN33040587	WHP6682-H2-iseq	WHP6682-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	364	PRJNA930974
SAMN33040588	WHP6684-H2-iseq	WHP6684-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	368	PRJNA930974
SAMN33040589	WHP6687-H2-iseq	WHP6687-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	365	PRJNA930974
SAMN33040590	WHP6689-H2-iseq	WHP6689-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	334	PRJNA930974
SAMN33040591	WHP6690-H2-iseq	WHP6690-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2793	PRJNA930974
SAMN33040592	WHP6693-H2-iseq	WHP6693-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	330	PRJNA930974
SAMN33040593	WHP6694-H2-iseq	WHP6694-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	340	PRJNA930974
SAMN33040594	WHP6695-H2-iseq	WHP6695-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	351	PRJNA930974
SAMN33040595	WHP6696-H2-iseq	WHP6696-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	344	PRJNA930974
SAMN33040596	WHP6697-H2-iseq	WHP6697-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	329	PRJNA930974
SAMN33040597	WHP6698-H2-iseq	WHP6698-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2794	PRJNA930974
SAMN33040598	WHP6699-H2-iseq	WHP6699-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	348	PRJNA930974
SAMN33040599	WHP6700-H2-iseq	WHP6700-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	343	PRJNA930974
SAMN33040600	WHP6701-H2-iseq	WHP6701-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	332	PRJNA930974
SAMN33040601	WHP6702-H2-iseq	WHP6702-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	337	PRJNA930974
SAMN33040602	WHP6703-H2-iseq	WHP6703-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	347	PRJNA930974
SAMN33040603	WHP6704-H2-iseq	WHP6704-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	350	PRJNA930974
