Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN33040812	WHP7436-H2-iseq	WHP7436-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	295	PRJNA930974
SAMN33040813	WHP7437-H2-iseq	WHP7437-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	292	PRJNA930974
SAMN33040814	WHP7439-H2-iseq	WHP7439-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	296	PRJNA930974
SAMN33040815	WHP7440-H2-iseq	WHP7440-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	534	PRJNA930974
SAMN33040816	WHP7441-H2-iseq	WHP7441-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	297	PRJNA930974
SAMN33040817	WHP7444-H2-iseq	WHP7444-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	298	PRJNA930974
SAMN33040818	WHP7445-H2-iseq	WHP7445-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	526	PRJNA930974
SAMN33040819	WHP7446-H2-iseq	WHP7446-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	529	PRJNA930974
SAMN33040820	WHP7447-H2-iseq	WHP7447-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	528	PRJNA930974
SAMN33040821	WHP7449-H2-iseq	WHP7449-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	527	PRJNA930974
SAMN33040822	WHP7478-H2-iseq	WHP7478-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	301	PRJNA930974
SAMN33040823	WHP7479-H2-iseq	WHP7479-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	300	PRJNA930974
SAMN33040824	WHP7493-H2-iseq	WHP7493-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	299	PRJNA930974
SAMN33040825	WHP7494-H2-iseq	WHP7494-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	304	PRJNA930974
SAMN33040826	WHP7495-H2-iseq	WHP7495-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	305	PRJNA930974
SAMN33040827	WHP7514-H2-iseq	WHP7514-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2781	PRJNA930974
SAMN33040828	WHP7516-H2-iseq	WHP7516-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2780	PRJNA930974
SAMN33040829	WHP7524-H2-iseq	WHP7524-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	307	PRJNA930974
SAMN33040830	WHP7538-H2-iseq	WHP7538-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	545	PRJNA930974
SAMN33040831	WHP7558-H2-iseq	WHP7558-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	310	PRJNA930974
SAMN33040832	WHP7572-H2-iseq	WHP7572-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	550	PRJNA930974
SAMN33040833	WHP7657-A4v1	WHP7657-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	536	PRJNA930974
SAMN33040834	WHP7662-A4v1	WHP7662-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	530	PRJNA930974
SAMN33040835	WHP7663-A4v1	WHP7663-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	525	PRJNA930974
SAMN33040836	WHP7668-A4v1	WHP7668-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	531	PRJNA930974
SAMN33040837	WHP7671-A4v1	WHP7671-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	532	PRJNA930974
SAMN33040838	WHP7673-A4v1	WHP7673-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	533	PRJNA930974
SAMN33040839	WHP7674-A4v1	WHP7674-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	535	PRJNA930974
SAMN33040840	WHP7684-A4v1	WHP7684-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	537	PRJNA930974
SAMN33040841	WHP7685-A4v1	WHP7685-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	302	PRJNA930974
SAMN33040842	WHP7688-A4v1	WHP7688-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	303	PRJNA930974
SAMN33040843	WHP7692-A4v1	WHP7692-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	306	PRJNA930974
SAMN33040844	WHP7694-A4v1	WHP7694-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2812	PRJNA930974
SAMN33040845	WHP7696-A4v1	WHP7696-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	538	PRJNA930974
SAMN33040846	WHP7697-A4v1	WHP7697-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	539	PRJNA930974
SAMN33040847	WHP7698-A4v1	WHP7698-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	540	PRJNA930974
SAMN33040848	WHP7699-A4v1	WHP7699-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	541	PRJNA930974
SAMN33040849	WHP7700-A4v1	WHP7700-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	542	PRJNA930974
SAMN33040850	WHP7717-A4v1	WHP7717-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2782	PRJNA930974
SAMN33040851	WHP7726-A4v1	WHP7726-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	543	PRJNA930974
SAMN33040852	WHP7727-A4v1	WHP7727-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	544	PRJNA930974
SAMN33040853	WHP7732-A4v1	WHP7732-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	546	PRJNA930974
SAMN33040854	WHP7734-A4v1	WHP7734-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2783	PRJNA930974
SAMN33040855	WHP7748-A4v1	WHP7748-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	308	PRJNA930974
SAMN33040856	WHP7756-A4v1	WHP7756-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	309	PRJNA930974
SAMN33040857	WHP7757-A4v1	WHP7757-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	548	PRJNA930974
SAMN33040858	WHP7760-A4v1	WHP7760-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	547	PRJNA930974
SAMN33040859	WHP7761-A4v1	WHP7761-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	549	PRJNA930974
SAMN33040860	WHP7762-A4v1	WHP7762-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2813	PRJNA930974
SAMN33040861	WHP7764-A4v1	WHP7764-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	552	PRJNA930974
SAMN33040862	WHP7765-A4v1	WHP7765-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	551	PRJNA930974
SAMN33040863	WHP7766-A4v1	WHP7766-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	553	PRJNA930974
SAMN33040864	WHP7792-A4v1	WHP7792-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	311	PRJNA930974
SAMN33040865	WHP7802-A4v1	WHP7802-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2784	PRJNA930974
SAMN33040866	WHP7809-A4v1	WHP7809-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	554	PRJNA930974
SAMN33040867	WHP7817-A4v1	WHP7817-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	555	PRJNA930974
SAMN33040868	WHP7819-A4v1	WHP7819-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	556	PRJNA930974
SAMN33040869	WHP7824-A4v1	WHP7824-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	557	PRJNA930974
SAMN33040870	WHP7887-H2-iseq	WHP7887-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	558	PRJNA930974
SAMN33040871	WHP7890-H2-iseq	WHP7890-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2785	PRJNA930974
SAMN33040872	WHP7899-H2-iseq	WHP7899-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	313	PRJNA930974
SAMN33040873	WHP7901-H2-iseq	WHP7901-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	314	PRJNA930974
SAMN33040874	WHP7980-H2-iseq	WHP7980-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	318	PRJNA930974
SAMN33040875	WHP7987-H2-iseq	WHP7987-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2788	PRJNA930974
SAMN33040876	WHP7995-H2-iseq	WHP7995-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	319	PRJNA930974
SAMN33040877	WHP8005-H2-iseq	WHP8005-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	573	PRJNA930974
SAMN33040878	WHP8010-H2-iseq	WHP8010-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	574	PRJNA930974
SAMN33040879	WHP8015-A4v1	WHP8015-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	315	PRJNA930974
SAMN33040880	WHP8017-A4v1	WHP8017-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	567	PRJNA930974
SAMN33040881	WHP8040-A4v1	WHP8040-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	316	PRJNA930974
SAMN33040882	WHP8041-A4v1	WHP8041-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2786	PRJNA930974
SAMN33040883	WHP8050-A4v1	WHP8050-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	565	PRJNA930974
SAMN33040884	WHP8056-A4v1	WHP8056-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	563	PRJNA930974
SAMN33040885	WHP8060-A4v1	WHP8060-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	564	PRJNA930974
SAMN33040886	WHP8064-A4v1	WHP8064-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	566	PRJNA930974
SAMN33040887	WHP8065-A4v1	WHP8065-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	568	PRJNA930974
SAMN33040888	WHP8070-A4v1	WHP8070-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	569	PRJNA930974
SAMN33040889	WHP8099-A4v1	WHP8099-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2787	PRJNA930974
SAMN33040890	WHP8101-A4v1	WHP8101-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	317	PRJNA930974
SAMN33040891	WHP8109-A4v1	WHP8109-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2814	PRJNA930974
SAMN33040892	WHP8119-A4v1	WHP8119-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	570	PRJNA930974
SAMN33040893	WHP8123-A4v1	WHP8123-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	571	PRJNA930974
SAMN33040894	WHP8127-A4v1	WHP8127-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	572	PRJNA930974
SAMN33040895	WHP8128-A4v1	WHP8128-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	560	PRJNA930974
SAMN33040896	WHP8132-A4v1	WHP8132-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	561	PRJNA930974
SAMN33040897	WHP8168-A4v1	WHP8168-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	312	PRJNA930974
SAMN33040898	WHP8191-A4v1	WHP8191-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	559	PRJNA930974
SAMN33040899	WHP8192-A4v1	WHP8192-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	562	PRJNA930974
SAMN33040900	WHP8219-H2-iseq	WHP8219-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	322	PRJNA930974
SAMN33040901	WHP8221-H2-iseq	WHP8221-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	320	PRJNA930974
SAMN33040902	WHP8225-H2-iseq	WHP8225-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	321	PRJNA930974
SAMN33040903	WHP8229-H2-iseq	WHP8229-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2790	PRJNA930974
SAMN33040904	WHP8233-H2-iseq	WHP8233-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2789	PRJNA930974
SAMN33040905	WHP8235-H2-iseq	WHP8235-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2791	PRJNA930974
SAMN33040906	WHP8240-H2-iseq	WHP8240-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	577	PRJNA930974
SAMN33040907	WHP8243-H2-iseq	WHP8243-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	575	PRJNA930974
SAMN33040908	WHP8252-H2-iseq	WHP8252-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2815	PRJNA930974
SAMN33040909	WHP8317-H2-iseq	WHP8317-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	582	PRJNA930974
SAMN33040910	WHP8341-H2-iseq	WHP8341-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	587	PRJNA930974
SAMN33040911	WHP8349-A4v1	WHP8349-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	579	PRJNA930974
SAMN33040912	WHP8367-H2-iseq	WHP8367-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	589	PRJNA930974
SAMN33040913	WHP8369-H2-iseq	WHP8369-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	590	PRJNA930974
SAMN33040914	WHP8397-A4v1	WHP8397-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	580	PRJNA930974
SAMN33040915	WHP8399-A4v1	WHP8399-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	578	PRJNA930974
SAMN33040916	WHP8402-A4v1	WHP8402-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	323	PRJNA930974
SAMN33040917	WHP8415-A4v1	WHP8415-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	581	PRJNA930974
SAMN33040918	WHP8434-A4v1	WHP8434-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2792	PRJNA930974
SAMN33040919	WHP8439-A4v1	WHP8439-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	324	PRJNA930974
SAMN33040920	WHP8441-A4v1	WHP8441-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	325	PRJNA930974
SAMN33040921	WHP8455-A4v1	WHP8455-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2816	PRJNA930974
SAMN33040922	WHP8456-A4v1	WHP8456-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	584	PRJNA930974
SAMN33040923	WHP8460-A4v1	WHP8460-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	583	PRJNA930974
SAMN33040924	WHP8471-A4v1	WHP8471-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	585	PRJNA930974
SAMN33040925	WHP8473-A4v1	WHP8473-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2817	PRJNA930974
SAMN33040926	WHP8481-A4v1	WHP8481-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	586	PRJNA930974
SAMN33040927	WHP8491-A4v1	WHP8491-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	588	PRJNA930974
SAMN33040928	WHP8510-A4v1	WHP8510-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	592	PRJNA930974
SAMN33040929	WHP8513-A4v1	WHP8513-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	591	PRJNA930974
SAMN33040930	WHP8515-A4v1	WHP8515-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	594	PRJNA930974
SAMN33040931	WHP8521-A4v1	WHP8521-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	593	PRJNA930974
SAMN33040932	WHP8526-A4v1	WHP8526-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2818	PRJNA930974
SAMN33040933	WHP8529-A4v1	WHP8529-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	598	PRJNA930974
SAMN33040934	WHP8532-A4v1	WHP8532-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	597	PRJNA930974
SAMN33040935	WHP8534-A4v1	WHP8534-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	600	PRJNA930974
SAMN33040936	WHP8539-A4v1	WHP8539-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	599	PRJNA930974
SAMN33040937	WHP8544-A4v1	WHP8544-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	595	PRJNA930974
SAMN33040938	WHP8547-A4v1	WHP8547-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	596	PRJNA930974
SAMN33040939	WHP8550-A4v1	WHP8550-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	576	PRJNA930974
SAMN33040940	WHP8582-H2-iseq	WHP8582-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	601	PRJNA930974
SAMN33040941	WHP8589-H2-iseq	WHP8589-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2819	PRJNA930974
SAMN33040942	WHP8597-H2-iseq	WHP8597-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	602	PRJNA930974
SAMN33040943	WHP8600-H2-iseq	WHP8600-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	605	PRJNA930974
SAMN33040944	WHP8603-H2-iseq	WHP8603-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	606	PRJNA930974
SAMN33040945	WHP8605-H2-iseq	WHP8605-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	603	PRJNA930974
SAMN33040946	WHP8606-H2-iseq	WHP8606-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	604	PRJNA930974
SAMN33040947	WHP8636-H2-iseq	WHP8636-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2820	PRJNA930974
SAMN33040948	WHP8642-H2-iseq	WHP8642-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	607	PRJNA930974
SAMN33040949	WHP8644-H2-iseq	WHP8644-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	609	PRJNA930974
SAMN33040950	WHP8647-H2-iseq	WHP8647-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	608	PRJNA930974
SAMN33040951	WHP8653-H2-iseq	WHP8653-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	610	PRJNA930974
SAMN33040952	WHP8667-H2-iseq	WHP8667-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	326	PRJNA930974
