Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN33039294	WHP3136	WHP3136	Severe acute respiratory syndrome coronavirus 2	2697049	1871	PRJNA930974
SAMN33039295	WHP3137	WHP3137	Severe acute respiratory syndrome coronavirus 2	2697049	1872	PRJNA930974
SAMN33039296	WHP3138	WHP3138	Severe acute respiratory syndrome coronavirus 2	2697049	1874	PRJNA930974
SAMN33039297	WHP3139	WHP3139	Severe acute respiratory syndrome coronavirus 2	2697049	1875	PRJNA930974
SAMN33039298	WHP3141	WHP3141	Severe acute respiratory syndrome coronavirus 2	2697049	1876	PRJNA930974
SAMN33039299	WHP3142	WHP3142	Severe acute respiratory syndrome coronavirus 2	2697049	1877	PRJNA930974
SAMN33039300	WHP3144	WHP3144	Severe acute respiratory syndrome coronavirus 2	2697049	1878	PRJNA930974
SAMN33039301	WHP3149	WHP3149	Severe acute respiratory syndrome coronavirus 2	2697049	1857	PRJNA930974
SAMN33039302	WHP3150	WHP3150	Severe acute respiratory syndrome coronavirus 2	2697049	1863	PRJNA930974
SAMN33039303	WHP3151	WHP3151	Severe acute respiratory syndrome coronavirus 2	2697049	1815	PRJNA930974
SAMN33039304	WHP3152	WHP3152	Severe acute respiratory syndrome coronavirus 2	2697049	1666	PRJNA930974
SAMN33039305	WHP3154	WHP3154	Severe acute respiratory syndrome coronavirus 2	2697049	1849	PRJNA930974
SAMN33039306	WHP3155	WHP3155	Severe acute respiratory syndrome coronavirus 2	2697049	1850	PRJNA930974
SAMN33039307	WHP3156	WHP3156	Severe acute respiratory syndrome coronavirus 2	2697049	1851	PRJNA930974
SAMN33039308	WHP3159	WHP3159	Severe acute respiratory syndrome coronavirus 2	2697049	1852	PRJNA930974
SAMN33039309	WHP3217	WHP3217	Severe acute respiratory syndrome coronavirus 2	2697049	1845	PRJNA930974
SAMN33039310	WHP3223	WHP3223	Severe acute respiratory syndrome coronavirus 2	2697049	1880	PRJNA930974
SAMN33039311	WHP3228	WHP3228	Severe acute respiratory syndrome coronavirus 2	2697049	1885	PRJNA930974
SAMN33039312	WHP3233	WHP3233	Severe acute respiratory syndrome coronavirus 2	2697049	1904	PRJNA930974
SAMN33039313	WHP3235	WHP3235	Severe acute respiratory syndrome coronavirus 2	2697049	1905	PRJNA930974
SAMN33039314	WHP3258-P2	WHP3258-P2	Severe acute respiratory syndrome coronavirus 2	2697049	1903	PRJNA930974
SAMN33039315	WHP3276	WHP3276	Severe acute respiratory syndrome coronavirus 2	2697049	1898	PRJNA930974
SAMN33039316	WHP3281	WHP3281	Severe acute respiratory syndrome coronavirus 2	2697049	1899	PRJNA930974
SAMN33039317	WHP3282	WHP3282	Severe acute respiratory syndrome coronavirus 2	2697049	1900	PRJNA930974
SAMN33039318	WHP3283	WHP3283	Severe acute respiratory syndrome coronavirus 2	2697049	1901	PRJNA930974
SAMN33039319	WHP3286	WHP3286	Severe acute respiratory syndrome coronavirus 2	2697049	1902	PRJNA930974
SAMN33039320	WHP3291	WHP3291	Severe acute respiratory syndrome coronavirus 2	2697049	1906	PRJNA930974
SAMN33039321	WHP3297	WHP3297	Severe acute respiratory syndrome coronavirus 2	2697049	1908	PRJNA930974
SAMN33039322	WHP3301	WHP3301	Severe acute respiratory syndrome coronavirus 2	2697049	1942	PRJNA930974
SAMN33039323	WHP3302	WHP3302	Severe acute respiratory syndrome coronavirus 2	2697049	1943	PRJNA930974
SAMN33039324	WHP3312	WHP3312	Severe acute respiratory syndrome coronavirus 2	2697049	1936	PRJNA930974
SAMN33039325	WHP3314	WHP3314	Severe acute respiratory syndrome coronavirus 2	2697049	1937	PRJNA930974
SAMN33039326	WHP3315	WHP3315	Severe acute respiratory syndrome coronavirus 2	2697049	1938	PRJNA930974
SAMN33039327	WHP3316	WHP3316	Severe acute respiratory syndrome coronavirus 2	2697049	1939	PRJNA930974
SAMN33039328	WHP3318	WHP3318	Severe acute respiratory syndrome coronavirus 2	2697049	1941	PRJNA930974
SAMN33039329	WHP3322	WHP3322	Severe acute respiratory syndrome coronavirus 2	2697049	1944	PRJNA930974
SAMN33039330	WHP3323	WHP3323	Severe acute respiratory syndrome coronavirus 2	2697049	1945	PRJNA930974
SAMN33039331	WHP3324	WHP3324	Severe acute respiratory syndrome coronavirus 2	2697049	1946	PRJNA930974
SAMN33039332	WHP3325	WHP3325	Severe acute respiratory syndrome coronavirus 2	2697049	1949	PRJNA930974
SAMN33039333	WHP3326	WHP3326	Severe acute respiratory syndrome coronavirus 2	2697049	1953	PRJNA930974
SAMN33039334	WHP3327	WHP3327	Severe acute respiratory syndrome coronavirus 2	2697049	1954	PRJNA930974
SAMN33039335	WHP3329	WHP3329	Severe acute respiratory syndrome coronavirus 2	2697049	1923	PRJNA930974
SAMN33039336	WHP3330	WHP3330	Severe acute respiratory syndrome coronavirus 2	2697049	1924	PRJNA930974
SAMN33039337	WHP3331	WHP3331	Severe acute respiratory syndrome coronavirus 2	2697049	1925	PRJNA930974
SAMN33039338	WHP3332	WHP3332	Severe acute respiratory syndrome coronavirus 2	2697049	1926	PRJNA930974
SAMN33039339	WHP3333	WHP3333	Severe acute respiratory syndrome coronavirus 2	2697049	1927	PRJNA930974
SAMN33039340	WHP3335	WHP3335	Severe acute respiratory syndrome coronavirus 2	2697049	1928	PRJNA930974
SAMN33039341	WHP3337	WHP3337	Severe acute respiratory syndrome coronavirus 2	2697049	1929	PRJNA930974
SAMN33039342	WHP3339	WHP3339	Severe acute respiratory syndrome coronavirus 2	2697049	1930	PRJNA930974
SAMN33039343	WHP3340	WHP3340	Severe acute respiratory syndrome coronavirus 2	2697049	1931	PRJNA930974
SAMN33039344	WHP3341	WHP3341	Severe acute respiratory syndrome coronavirus 2	2697049	1935	PRJNA930974
SAMN33039345	WHP3342	WHP3342	Severe acute respiratory syndrome coronavirus 2	2697049	1932	PRJNA930974
SAMN33039346	WHP3343	WHP3343	Severe acute respiratory syndrome coronavirus 2	2697049	1933	PRJNA930974
SAMN33039347	WHP3358	WHP3358	Severe acute respiratory syndrome coronavirus 2	2697049	1910	PRJNA930974
SAMN33039348	WHP3359	WHP3359	Severe acute respiratory syndrome coronavirus 2	2697049	1911	PRJNA930974
SAMN33039349	WHP3360	WHP3360	Severe acute respiratory syndrome coronavirus 2	2697049	1912	PRJNA930974
SAMN33039350	WHP3361	WHP3361	Severe acute respiratory syndrome coronavirus 2	2697049	1913	PRJNA930974
SAMN33039351	WHP3362	WHP3362	Severe acute respiratory syndrome coronavirus 2	2697049	1915	PRJNA930974
SAMN33039352	WHP3363	WHP3363	Severe acute respiratory syndrome coronavirus 2	2697049	1916	PRJNA930974
SAMN33039353	WHP3366	WHP3366	Severe acute respiratory syndrome coronavirus 2	2697049	1918	PRJNA930974
SAMN33039354	WHP3367	WHP3367	Severe acute respiratory syndrome coronavirus 2	2697049	1919	PRJNA930974
SAMN33039355	WHP3368	WHP3368	Severe acute respiratory syndrome coronavirus 2	2697049	1920	PRJNA930974
SAMN33039356	WHP3370	WHP3370	Severe acute respiratory syndrome coronavirus 2	2697049	1921	PRJNA930974
SAMN33039357	WHP3371	WHP3371	Severe acute respiratory syndrome coronavirus 2	2697049	1922	PRJNA930974
SAMN33039358	WHP3372	WHP3372	Severe acute respiratory syndrome coronavirus 2	2697049	1934	PRJNA930974
SAMN33039359	WHP3374	WHP3374	Severe acute respiratory syndrome coronavirus 2	2697049	1940	PRJNA930974
SAMN33039360	WHP3375	WHP3375	Severe acute respiratory syndrome coronavirus 2	2697049	1947	PRJNA930974
SAMN33039361	WHP3376	WHP3376	Severe acute respiratory syndrome coronavirus 2	2697049	1948	PRJNA930974
SAMN33039362	WHP3377	WHP3377	Severe acute respiratory syndrome coronavirus 2	2697049	1950	PRJNA930974
SAMN33039363	WHP3378	WHP3378	Severe acute respiratory syndrome coronavirus 2	2697049	1952	PRJNA930974
SAMN33039364	WHP3379	WHP3379	Severe acute respiratory syndrome coronavirus 2	2697049	1955	PRJNA930974
SAMN33039365	WHP3380	WHP3380	Severe acute respiratory syndrome coronavirus 2	2697049	1957	PRJNA930974
SAMN33039366	WHP3381	WHP3381	Severe acute respiratory syndrome coronavirus 2	2697049	1958	PRJNA930974
SAMN33039367	WHP3382	WHP3382	Severe acute respiratory syndrome coronavirus 2	2697049	1960	PRJNA930974
SAMN33039368	WHP3384	WHP3384	Severe acute respiratory syndrome coronavirus 2	2697049	1961	PRJNA930974
SAMN33039369	WHP3385	WHP3385	Severe acute respiratory syndrome coronavirus 2	2697049	1968	PRJNA930974
SAMN33039370	WHP3386	WHP3386	Severe acute respiratory syndrome coronavirus 2	2697049	1969	PRJNA930974
SAMN33039371	WHP3387	WHP3387	Severe acute respiratory syndrome coronavirus 2	2697049	1970	PRJNA930974
SAMN33039372	WHP3388	WHP3388	Severe acute respiratory syndrome coronavirus 2	2697049	1971	PRJNA930974
SAMN33039373	WHP3389	WHP3389	Severe acute respiratory syndrome coronavirus 2	2697049	1972	PRJNA930974
SAMN33039374	WHP3390	WHP3390	Severe acute respiratory syndrome coronavirus 2	2697049	2021	PRJNA930974
SAMN33039375	WHP3392	WHP3392	Severe acute respiratory syndrome coronavirus 2	2697049	1973	PRJNA930974
SAMN33039376	WHP3393	WHP3393	Severe acute respiratory syndrome coronavirus 2	2697049	1974	PRJNA930974
SAMN33039377	WHP3397	WHP3397	Severe acute respiratory syndrome coronavirus 2	2697049	1975	PRJNA930974
SAMN33039378	WHP3398	WHP3398	Severe acute respiratory syndrome coronavirus 2	2697049	1976	PRJNA930974
SAMN33039379	WHP3399	WHP3399	Severe acute respiratory syndrome coronavirus 2	2697049	1978	PRJNA930974
SAMN33039380	WHP3403	WHP3403	Severe acute respiratory syndrome coronavirus 2	2697049	2000	PRJNA930974
SAMN33039381	WHP3406	WHP3406	Severe acute respiratory syndrome coronavirus 2	2697049	2005	PRJNA930974
SAMN33039382	WHP3407	WHP3407	Severe acute respiratory syndrome coronavirus 2	2697049	2006	PRJNA930974
SAMN33039383	WHP3408	WHP3408	Severe acute respiratory syndrome coronavirus 2	2697049	2007	PRJNA930974
SAMN33039384	WHP3409	WHP3409	Severe acute respiratory syndrome coronavirus 2	2697049	2011	PRJNA930974
SAMN33039385	WHP3410	WHP3410	Severe acute respiratory syndrome coronavirus 2	2697049	2012	PRJNA930974
SAMN33039386	WHP3411	WHP3411	Severe acute respiratory syndrome coronavirus 2	2697049	2013	PRJNA930974
SAMN33039387	WHP3413	WHP3413	Severe acute respiratory syndrome coronavirus 2	2697049	2014	PRJNA930974
SAMN33039388	WHP3414	WHP3414	Severe acute respiratory syndrome coronavirus 2	2697049	2015	PRJNA930974
SAMN33039389	WHP3415	WHP3415	Severe acute respiratory syndrome coronavirus 2	2697049	2016	PRJNA930974
SAMN33039390	WHP3416	WHP3416	Severe acute respiratory syndrome coronavirus 2	2697049	2018	PRJNA930974
SAMN33039391	WHP3417	WHP3417	Severe acute respiratory syndrome coronavirus 2	2697049	2019	PRJNA930974
SAMN33039392	WHP3419	WHP3419	Severe acute respiratory syndrome coronavirus 2	2697049	1977	PRJNA930974
SAMN33039393	WHP3421	WHP3421	Severe acute respiratory syndrome coronavirus 2	2697049	1979	PRJNA930974
SAMN33039394	WHP3422	WHP3422	Severe acute respiratory syndrome coronavirus 2	2697049	1980	PRJNA930974
SAMN33039395	WHP3423	WHP3423	Severe acute respiratory syndrome coronavirus 2	2697049	1981	PRJNA930974
SAMN33039396	WHP3425	WHP3425	Severe acute respiratory syndrome coronavirus 2	2697049	1982	PRJNA930974
SAMN33039397	WHP3427	WHP3427	Severe acute respiratory syndrome coronavirus 2	2697049	1983	PRJNA930974
SAMN33039398	WHP3428	WHP3428	Severe acute respiratory syndrome coronavirus 2	2697049	1984	PRJNA930974
SAMN33039399	WHP3429	WHP3429	Severe acute respiratory syndrome coronavirus 2	2697049	1985	PRJNA930974
SAMN33039400	WHP3430	WHP3430	Severe acute respiratory syndrome coronavirus 2	2697049	1986	PRJNA930974
SAMN33039401	WHP3431	WHP3431	Severe acute respiratory syndrome coronavirus 2	2697049	1987	PRJNA930974
SAMN33039402	WHP3432	WHP3432	Severe acute respiratory syndrome coronavirus 2	2697049	1988	PRJNA930974
SAMN33039403	WHP3433	WHP3433	Severe acute respiratory syndrome coronavirus 2	2697049	1989	PRJNA930974
SAMN33039404	WHP3434	WHP3434	Severe acute respiratory syndrome coronavirus 2	2697049	1990	PRJNA930974
SAMN33039405	WHP3435	WHP3435	Severe acute respiratory syndrome coronavirus 2	2697049	1991	PRJNA930974
SAMN33039406	WHP3436	WHP3436	Severe acute respiratory syndrome coronavirus 2	2697049	1992	PRJNA930974
SAMN33039407	WHP3437	WHP3437	Severe acute respiratory syndrome coronavirus 2	2697049	1993	PRJNA930974
SAMN33039408	WHP3438	WHP3438	Severe acute respiratory syndrome coronavirus 2	2697049	1994	PRJNA930974
SAMN33039409	WHP3439	WHP3439	Severe acute respiratory syndrome coronavirus 2	2697049	1995	PRJNA930974
SAMN33039410	WHP3440	WHP3440	Severe acute respiratory syndrome coronavirus 2	2697049	1996	PRJNA930974
SAMN33039411	WHP3441	WHP3441	Severe acute respiratory syndrome coronavirus 2	2697049	1997	PRJNA930974
SAMN33039412	WHP3442	WHP3442	Severe acute respiratory syndrome coronavirus 2	2697049	1998	PRJNA930974
SAMN33039413	WHP3443	WHP3443	Severe acute respiratory syndrome coronavirus 2	2697049	1999	PRJNA930974
SAMN33039414	WHP3444	WHP3444	Severe acute respiratory syndrome coronavirus 2	2697049	2001	PRJNA930974
SAMN33039415	WHP3446	WHP3446	Severe acute respiratory syndrome coronavirus 2	2697049	2002	PRJNA930974
SAMN33039416	WHP3447	WHP3447	Severe acute respiratory syndrome coronavirus 2	2697049	2003	PRJNA930974
SAMN33039417	WHP3448	WHP3448	Severe acute respiratory syndrome coronavirus 2	2697049	2004	PRJNA930974
SAMN33039418	WHP3451	WHP3451	Severe acute respiratory syndrome coronavirus 2	2697049	2008	PRJNA930974
SAMN33039419	WHP3452	WHP3452	Severe acute respiratory syndrome coronavirus 2	2697049	2009	PRJNA930974
SAMN33039420	WHP3453	WHP3453	Severe acute respiratory syndrome coronavirus 2	2697049	2010	PRJNA930974
SAMN33039421	WHP3457	WHP3457	Severe acute respiratory syndrome coronavirus 2	2697049	1962	PRJNA930974
SAMN33039422	WHP3458	WHP3458	Severe acute respiratory syndrome coronavirus 2	2697049	1964	PRJNA930974
SAMN33039423	WHP3459	WHP3459	Severe acute respiratory syndrome coronavirus 2	2697049	2026	PRJNA930974
SAMN33039424	WHP3460	WHP3460	Severe acute respiratory syndrome coronavirus 2	2697049	2025	PRJNA930974
SAMN33039425	WHP3461	WHP3461	Severe acute respiratory syndrome coronavirus 2	2697049	2024	PRJNA930974
SAMN33039426	WHP3466	WHP3466	Severe acute respiratory syndrome coronavirus 2	2697049	1966	PRJNA930974
SAMN33039427	WHP3467	WHP3467	Severe acute respiratory syndrome coronavirus 2	2697049	1965	PRJNA930974
SAMN33039428	WHP3468	WHP3468	Severe acute respiratory syndrome coronavirus 2	2697049	1967	PRJNA930974
SAMN33039429	WHP3469	WHP3469	Severe acute respiratory syndrome coronavirus 2	2697049	1963	PRJNA930974
SAMN33039430	WHP3472	WHP3472	Severe acute respiratory syndrome coronavirus 2	2697049	2071	PRJNA930974
SAMN33039431	WHP3478	WHP3478	Severe acute respiratory syndrome coronavirus 2	2697049	2020	PRJNA930974
SAMN33039432	WHP3485	WHP3485	Severe acute respiratory syndrome coronavirus 2	2697049	1873	PRJNA930974
SAMN33039433	WHP3493	WHP3493	Severe acute respiratory syndrome coronavirus 2	2697049	1884	PRJNA930974
SAMN33039434	WHP3500	WHP3500	Severe acute respiratory syndrome coronavirus 2	2697049	2017	PRJNA930974
SAMN33039435	WHP3503	WHP3503	Severe acute respiratory syndrome coronavirus 2	2697049	2022	PRJNA930974
SAMN33039436	WHP3505	WHP3505	Severe acute respiratory syndrome coronavirus 2	2697049	1861	PRJNA930974
SAMN33039437	WHP3506	WHP3506	Severe acute respiratory syndrome coronavirus 2	2697049	1879	PRJNA930974
SAMN33039438	WHP3507	WHP3507	Severe acute respiratory syndrome coronavirus 2	2697049	1881	PRJNA930974
SAMN33039439	WHP3508	WHP3508	Severe acute respiratory syndrome coronavirus 2	2697049	1882	PRJNA930974
SAMN33039440	WHP3509	WHP3509	Severe acute respiratory syndrome coronavirus 2	2697049	1883	PRJNA930974
SAMN33039441	WHP3512	WHP3512	Severe acute respiratory syndrome coronavirus 2	2697049	1886	PRJNA930974
SAMN33039442	WHP3514	WHP3514	Severe acute respiratory syndrome coronavirus 2	2697049	1888	PRJNA930974
SAMN33039443	WHP3515	WHP3515	Severe acute respiratory syndrome coronavirus 2	2697049	1889	PRJNA930974
SAMN33039444	WHP3516	WHP3516	Severe acute respiratory syndrome coronavirus 2	2697049	1890	PRJNA930974
SAMN33039445	WHP3517	WHP3517	Severe acute respiratory syndrome coronavirus 2	2697049	1891	PRJNA930974
SAMN33039446	WHP3518	WHP3518	Severe acute respiratory syndrome coronavirus 2	2697049	1893	PRJNA930974
SAMN33039447	WHP3519	WHP3519	Severe acute respiratory syndrome coronavirus 2	2697049	1907	PRJNA930974
SAMN33039448	WHP3521	WHP3521	Severe acute respiratory syndrome coronavirus 2	2697049	1909	PRJNA930974
SAMN33039449	WHP3522	WHP3522	Severe acute respiratory syndrome coronavirus 2	2697049	2035	PRJNA930974
SAMN33039450	WHP3523	WHP3523	Severe acute respiratory syndrome coronavirus 2	2697049	2108	PRJNA930974
SAMN33039451	WHP3524	WHP3524	Severe acute respiratory syndrome coronavirus 2	2697049	2086	PRJNA930974
SAMN33039452	WHP3525	WHP3525	Severe acute respiratory syndrome coronavirus 2	2697049	2103	PRJNA930974
SAMN33039453	WHP3526	WHP3526	Severe acute respiratory syndrome coronavirus 2	2697049	2115	PRJNA930974
SAMN33039454	WHP3527	WHP3527	Severe acute respiratory syndrome coronavirus 2	2697049	2118	PRJNA930974
SAMN33039455	WHP3528	WHP3528	Severe acute respiratory syndrome coronavirus 2	2697049	2098	PRJNA930974
SAMN33039456	WHP3529	WHP3529	Severe acute respiratory syndrome coronavirus 2	2697049	2113	PRJNA930974
SAMN33039457	WHP3530	WHP3530	Severe acute respiratory syndrome coronavirus 2	2697049	2117	PRJNA930974
SAMN33039458	WHP3531	WHP3531	Severe acute respiratory syndrome coronavirus 2	2697049	2112	PRJNA930974
SAMN33039459	WHP3532	WHP3532	Severe acute respiratory syndrome coronavirus 2	2697049	2106	PRJNA930974
SAMN33039460	WHP3533	WHP3533	Severe acute respiratory syndrome coronavirus 2	2697049	2079	PRJNA930974
SAMN33039461	WHP3534	WHP3534	Severe acute respiratory syndrome coronavirus 2	2697049	2090	PRJNA930974
SAMN33039462	WHP3535	WHP3535	Severe acute respiratory syndrome coronavirus 2	2697049	2096	PRJNA930974
SAMN33039463	WHP3536	WHP3536	Severe acute respiratory syndrome coronavirus 2	2697049	2095	PRJNA930974
SAMN33039464	WHP3537	WHP3537	Severe acute respiratory syndrome coronavirus 2	2697049	2110	PRJNA930974
SAMN33039465	WHP3538	WHP3538	Severe acute respiratory syndrome coronavirus 2	2697049	2109	PRJNA930974
SAMN33039466	WHP3539	WHP3539	Severe acute respiratory syndrome coronavirus 2	2697049	2116	PRJNA930974
SAMN33039467	WHP3540	WHP3540	Severe acute respiratory syndrome coronavirus 2	2697049	2102	PRJNA930974
SAMN33039468	WHP3541	WHP3541	Severe acute respiratory syndrome coronavirus 2	2697049	2119	PRJNA930974
SAMN33039469	WHP3542	WHP3542	Severe acute respiratory syndrome coronavirus 2	2697049	2114	PRJNA930974
SAMN33039470	WHP3544	WHP3544	Severe acute respiratory syndrome coronavirus 2	2697049	2093	PRJNA930974
SAMN33039471	WHP3545	WHP3545	Severe acute respiratory syndrome coronavirus 2	2697049	2092	PRJNA930974
SAMN33039472	WHP3546	WHP3546	Severe acute respiratory syndrome coronavirus 2	2697049	2085	PRJNA930974
SAMN33039473	WHP3547	WHP3547	Severe acute respiratory syndrome coronavirus 2	2697049	2075	PRJNA930974
SAMN33039474	WHP3549	WHP3549	Severe acute respiratory syndrome coronavirus 2	2697049	2082	PRJNA930974
SAMN33039475	WHP3550	WHP3550	Severe acute respiratory syndrome coronavirus 2	2697049	2089	PRJNA930974
SAMN33039476	WHP3551	WHP3551	Severe acute respiratory syndrome coronavirus 2	2697049	2087	PRJNA930974
SAMN33039477	WHP3552	WHP3552	Severe acute respiratory syndrome coronavirus 2	2697049	2083	PRJNA930974
SAMN33039478	WHP3553	WHP3553	Severe acute respiratory syndrome coronavirus 2	2697049	2023	PRJNA930974
SAMN33039479	WHP3556	WHP3556	Severe acute respiratory syndrome coronavirus 2	2697049	2027	PRJNA930974
SAMN33039480	WHP3558	WHP3558	Severe acute respiratory syndrome coronavirus 2	2697049	2032	PRJNA930974
SAMN33039481	WHP3561	WHP3561	Severe acute respiratory syndrome coronavirus 2	2697049	2028	PRJNA930974
SAMN33039482	WHP3562	WHP3562	Severe acute respiratory syndrome coronavirus 2	2697049	2030	PRJNA930974
SAMN33039483	WHP3564	WHP3564	Severe acute respiratory syndrome coronavirus 2	2697049	2037	PRJNA930974
SAMN33039484	WHP3565	WHP3565	Severe acute respiratory syndrome coronavirus 2	2697049	2038	PRJNA930974
SAMN33039485	WHP3569	WHP3569	Severe acute respiratory syndrome coronavirus 2	2697049	2039	PRJNA930974
SAMN33039486	WHP3570	WHP3570	Severe acute respiratory syndrome coronavirus 2	2697049	2056	PRJNA930974
SAMN33039487	WHP3571	WHP3571	Severe acute respiratory syndrome coronavirus 2	2697049	2057	PRJNA930974
SAMN33039488	WHP3572	WHP3572	Severe acute respiratory syndrome coronavirus 2	2697049	2058	PRJNA930974
SAMN33039489	WHP3574	WHP3574	Severe acute respiratory syndrome coronavirus 2	2697049	2059	PRJNA930974
SAMN33039490	WHP3575	WHP3575	Severe acute respiratory syndrome coronavirus 2	2697049	2061	PRJNA930974
SAMN33039491	WHP3577	WHP3577	Severe acute respiratory syndrome coronavirus 2	2697049	2064	PRJNA930974
SAMN33039492	WHP3578	WHP3578	Severe acute respiratory syndrome coronavirus 2	2697049	2072	PRJNA930974
SAMN33039493	WHP3580	WHP3580	Severe acute respiratory syndrome coronavirus 2	2697049	2036	PRJNA930974
SAMN33039494	WHP3581	WHP3581	Severe acute respiratory syndrome coronavirus 2	2697049	2084	PRJNA930974
SAMN33039495	WHP3582	WHP3582	Severe acute respiratory syndrome coronavirus 2	2697049	2049	PRJNA930974
SAMN33039496	WHP3583	WHP3583	Severe acute respiratory syndrome coronavirus 2	2697049	2040	PRJNA930974
SAMN33039497	WHP3584	WHP3584	Severe acute respiratory syndrome coronavirus 2	2697049	2041	PRJNA930974
SAMN33039498	WHP3585	WHP3585	Severe acute respiratory syndrome coronavirus 2	2697049	2042	PRJNA930974
SAMN33039499	WHP3587	WHP3587	Severe acute respiratory syndrome coronavirus 2	2697049	2043	PRJNA930974
SAMN33039500	WHP3588	WHP3588	Severe acute respiratory syndrome coronavirus 2	2697049	2044	PRJNA930974
SAMN33039501	WHP3589	WHP3589	Severe acute respiratory syndrome coronavirus 2	2697049	2045	PRJNA930974
SAMN33039502	WHP3590	WHP3590	Severe acute respiratory syndrome coronavirus 2	2697049	2046	PRJNA930974
SAMN33039503	WHP3591	WHP3591	Severe acute respiratory syndrome coronavirus 2	2697049	2047	PRJNA930974
SAMN33039504	WHP3592	WHP3592	Severe acute respiratory syndrome coronavirus 2	2697049	2048	PRJNA930974
SAMN33039505	WHP3595	WHP3595	Severe acute respiratory syndrome coronavirus 2	2697049	2050	PRJNA930974
SAMN33039506	WHP3596	WHP3596	Severe acute respiratory syndrome coronavirus 2	2697049	2051	PRJNA930974
SAMN33039507	WHP3597	WHP3597	Severe acute respiratory syndrome coronavirus 2	2697049	2052	PRJNA930974
SAMN33039508	WHP3600	WHP3600	Severe acute respiratory syndrome coronavirus 2	2697049	2053	PRJNA930974
SAMN33039509	WHP3601	WHP3601	Severe acute respiratory syndrome coronavirus 2	2697049	2054	PRJNA930974
SAMN33039510	WHP3602	WHP3602	Severe acute respiratory syndrome coronavirus 2	2697049	2055	PRJNA930974
SAMN33039511	WHP3603	WHP3603	Severe acute respiratory syndrome coronavirus 2	2697049	2099	PRJNA930974
SAMN33039512	WHP3605	WHP3605	Severe acute respiratory syndrome coronavirus 2	2697049	2076	PRJNA930974
SAMN33039513	WHP3606	WHP3606	Severe acute respiratory syndrome coronavirus 2	2697049	2077	PRJNA930974
SAMN33039514	WHP3607	WHP3607	Severe acute respiratory syndrome coronavirus 2	2697049	2078	PRJNA930974
SAMN33039515	WHP3610	WHP3610	Severe acute respiratory syndrome coronavirus 2	2697049	2097	PRJNA930974
SAMN33039516	WHP3611	WHP3611	Severe acute respiratory syndrome coronavirus 2	2697049	2094	PRJNA930974
SAMN33039517	WHP3612	WHP3612	Severe acute respiratory syndrome coronavirus 2	2697049	2088	PRJNA930974
SAMN33039518	WHP3615	WHP3615	Severe acute respiratory syndrome coronavirus 2	2697049	2091	PRJNA930974
SAMN33039519	WHP3616	WHP3616	Severe acute respiratory syndrome coronavirus 2	2697049	2062	PRJNA930974
SAMN33039520	WHP3617	WHP3617	Severe acute respiratory syndrome coronavirus 2	2697049	2066	PRJNA930974
SAMN33039521	WHP3618	WHP3618	Severe acute respiratory syndrome coronavirus 2	2697049	2065	PRJNA930974
SAMN33039522	WHP3619	WHP3619	Severe acute respiratory syndrome coronavirus 2	2697049	2063	PRJNA930974
SAMN33039523	WHP3622	WHP3622	Severe acute respiratory syndrome coronavirus 2	2697049	2101	PRJNA930974
SAMN33039524	WHP3623	WHP3623	Severe acute respiratory syndrome coronavirus 2	2697049	2100	PRJNA930974
SAMN33039525	WHP3624	WHP3624	Severe acute respiratory syndrome coronavirus 2	2697049	2060	PRJNA930974
SAMN33039526	WHP3626	WHP3626	Severe acute respiratory syndrome coronavirus 2	2697049	2068	PRJNA930974
SAMN33039527	WHP3627	WHP3627	Severe acute respiratory syndrome coronavirus 2	2697049	2104	PRJNA930974
SAMN33039528	WHP3628	WHP3628	Severe acute respiratory syndrome coronavirus 2	2697049	2111	PRJNA930974
SAMN33039529	WHP3629	WHP3629	Severe acute respiratory syndrome coronavirus 2	2697049	2120	PRJNA930974
SAMN33039530	WHP3630	WHP3630	Severe acute respiratory syndrome coronavirus 2	2697049	2121	PRJNA930974
SAMN33039531	WHP3631	WHP3631	Severe acute respiratory syndrome coronavirus 2	2697049	2122	PRJNA930974
SAMN33039532	WHP3632	WHP3632	Severe acute respiratory syndrome coronavirus 2	2697049	2123	PRJNA930974
SAMN33039533	WHP3633	WHP3633	Severe acute respiratory syndrome coronavirus 2	2697049	2125	PRJNA930974
SAMN33039534	WHP3634	WHP3634	Severe acute respiratory syndrome coronavirus 2	2697049	2126	PRJNA930974
SAMN33039535	WHP3636	WHP3636	Severe acute respiratory syndrome coronavirus 2	2697049	2129	PRJNA930974
SAMN33039536	WHP3638	WHP3638	Severe acute respiratory syndrome coronavirus 2	2697049	2130	PRJNA930974
SAMN33039537	WHP3639	WHP3639	Severe acute respiratory syndrome coronavirus 2	2697049	2131	PRJNA930974
SAMN33039538	WHP3640	WHP3640	Severe acute respiratory syndrome coronavirus 2	2697049	2132	PRJNA930974
SAMN33039539	WHP3642	WHP3642	Severe acute respiratory syndrome coronavirus 2	2697049	2133	PRJNA930974
SAMN33039540	WHP3651	WHP3651	Severe acute respiratory syndrome coronavirus 2	2697049	1892	PRJNA930974
SAMN33039541	WHP3652	WHP3652	Severe acute respiratory syndrome coronavirus 2	2697049	1894	PRJNA930974
SAMN33039542	WHP3653	WHP3653	Severe acute respiratory syndrome coronavirus 2	2697049	1895	PRJNA930974
